id,m/p,pitches,voiced_unit,intervals,syl,syl_is_accented,syl_is_continue,is_last_syl_word,Voiceless,Voiceless_continue,is_last_syllable_phrase
0,martyria,a,,,,,,,,,True
1,phrase_line,"b,c",pkk,"1,1",ό,True,False,False,,,False
2,phrase_line,a,a2,-2,ρος,False,False,True,,,False
3,phrase_line,b,p,1,σε,False,False,True,,,False
4,phrase_line,G,a2,-2,τη,False,False,False,,,False
5,phrase_line,"a,b",okk,"1,1",χά,True,False,False,,,False
6,phrase_line,c,o,1,ρη,False,False,False,,,False
7,phrase_line,c,0,0,τι,False,False,True,,,False
8,phrase_line,c,0,0,τη,False,False,True,,,False
9,phrase_line,d,p,1,θει,False,False,False,,,False
10,phrase_line,c,a,-1,α,False,False,True,kl,,False
11,phrase_line,b,a,-1,κα,False,False,False,,,False
12,phrase_line,c,oo,1,τά,True,False,False,,,False
13,phrase_line,b,a,-1,σκι,False,False,False,,,False
14,phrase_line,a,a,-1,ον,False,False,True,,,True
15,phrase_line,c,o2,2,προ,False,False,False,,,False
16,phrase_line,c,0,0,βλε,False,False,False,,,False
17,phrase_line,d,p,1,πτι,False,False,False,,,False
18,phrase_line,c,a,-1,κοίς,True,False,True,,,False
19,phrase_line,b,a,-1,ο,False,False,True,kl,,False
20,phrase_line,a,a,-1,α,False,False,False,,,False
21,phrase_line,c,k,2,βα,False,True,False,v,v,False
22,phrase_line,b,a,-1,-,False,False,False,v,,False
23,phrase_line,c,o,1,κούμ,True,False,True,ap,,True
24,phrase_line,c,0,0,κα,False,False,False,,,False
25,phrase_line,c,0,0,τα,False,False,False,,,False
26,phrase_line,d,p,1,νο,False,False,False,,,False
27,phrase_line,c,a,-1,ή,True,False,False,,,False
28,phrase_line,b,a,-1,σας,False,False,True,kl,,False
29,phrase_line,a,a,-1,ο,False,False,False,,,False
30,phrase_line,c,k,2,φθαλ,False,True,False,v,v,False
31,phrase_line,b,a,-1,-,False,False,False,v,,False
32,phrase_line,c,o,1,μοίς,True,True,True,dd,,False
33,phrase_line,d,p,1,-,True,False,True,,,True
34,phrase_line,c,a,-1,εξ,False,False,False,,,False
35,phrase_line,d,p,1,ου,False,False,True,,,False
36,phrase_line,c,a,-1,ε,False,False,False,kl,,False
37,phrase_line,b,a,-1,ξε,False,False,False,,,False
38,phrase_line,c,oo,1,λεύ,True,False,False,,,False
39,phrase_line,b,a,-1,σε,False,False,False,,,False
40,phrase_line,a,a,-1,σθαι,False,False,True,kl,,True
41,phrase_line,G,a,-1,του,False,False,True,,,False
42,phrase_line,a,o,1,ι,False,False,False,,,False
43,phrase_line,b,o,1,σρα,False,False,False,,,False
44,phrase_line,c,o,1,ήλ,True,True,True,dd,,False
45,phrase_line,d,p,1,-,True,False,True,,,False
46,phrase_line,c,a,-1,προ,False,False,False,,,False
47,phrase_line,d,p,1,α,False,False,False,,,False
48,phrase_line,c,a,-1,νε,False,False,False,,,False
49,phrase_line,d,p,1,φώ,True,False,False,,,False
50,phrase_line,c,a,-1,νει,False,False,True,kl,,False
51,phrase_line,b,a,-1,τον,False,False,True,,,False
52,phrase_line,c,oo,1,ά,True,False,False,,,False
53,phrase_line,b,a,-1,γι,False,False,False,,,False
54,phrase_line,a,a,-1,ον,False,False,True,,,True
55,phrase_line,a,0,0,εις,False,False,True,,,False
56,phrase_line,a,0,0,σω,False,False,False,,,False
57,phrase_line,a,0,0,τη,False,False,False,,,False
58,phrase_line,c,oo2,2,ρί,True,False,False,,,False
59,phrase_line,b,a,-1,αν,False,False,True,,,False
60,phrase_line,a,a,-1,η,False,False,False,,,False
61,phrase_line,b,p,1,μών,True,False,True,,,False
62,phrase_line,G,a2,-2,και,False,False,True,,,False
63,phrase_line,a,o,1,α,False,False,False,,,False
64,phrase_line,c,oo2,2,νά,True,False,False,,,False
65,phrase_line,b,a,-1,πλα,False,False,False,,,False
66,phrase_line,a,a,-1,σιν,False,False,True,,,True
